04:00,1.03777,1.03839,1.03691,1.03764
05:00,1.03765,1.03808,1.03731,1.03736
06:00,1.03733,1.03733,1.03548,1.03611
07:00,1.03608,1.03728,1.03593,1.03728
08:00,1.03727,1.03818,1.03663,1.03739
09:00,1.03738,1.03805,1.03723,1.03805
10:00,1.03806,1.03814,1.03438,1.03475
11:00,1.03476,1.0366,1.03423,1.0362
12:00,1.03619,1.03714,1.03616,1.03632
13:00,1.03634,1.03848,1.03603,1.03842
14:00,1.03841,1.0388,1.03716,1.03845
15:00,1.03846,1.03969,1.03739,1.03936
16:00,1.0394,1.04105,1.0393,1.0395
17:00,1.03938,1.03981,1.03785,1.03853
18:00,1.03855,1.04084,1.03793,1.03955
19:00,1.03956,1.04006,1.03916,1.03963
20:00,1.03963,1.03982,1.03876,1.03881
21:00,1.03881,1.03894,1.03697,1.03784
22:00,1.0378,1.03865,1.0371,1.03716
23:00,1.03716,1.03754,1.03653,1.03657
00:00,1.0382,1.03874,1.0376,1.03795
01:00,1.0381,1.03913,1.03799,1.03907
02:00,1.03907,1.03989,1.03808,1.03856
03:00,1.0386,1.04019,1.03856,1.03998
04:00,1.03999,1.03999,1.03916,1.03968
05:00,1.0397,1.03995,1.03945,1.03969
06:00,1.03971,1.04007,1.03954,1.03991
07:00,1.03993,1.04088,1.03991,1.04058
08:00,1.04054,1.04104,1.04028,1.04054
09:00,1.04052,1.04052,1.03839,1.03876
10:00,1.03879,1.0391,1.03801,1.0388
11:00,1.03879,1.03887,1.03716,1.03719
12:00,1.03718,1.03809,1.03671,1.03792
13:00,1.03792,1.03853,1.03738,1.03813
14:00,1.03811,1.03941,1.03784,1.03887
15:00,1.03888,1.04056,1.0388,1.04053
16:00,1.04049,1.04052,1.03943,1.04027
17:00,1.04027,1.04071,1.03953,1.04066
18:00,1.0406,1.04117,1.0394,1.03947
19:00,1.03948,1.04051,1.03919,1.04041
20:00,1.04043,1.04257,1.04022,1.04163
21:00,1.04163,1.04234,1.04084,1.04102
22:00,1.04102,1.04131,1.04069,1.04108
23:00,1.04107,1.04241,1.04102,1.04218
00:00,1.04216,1.04241,1.04157,1.04224
01:00,1.04224,1.04233,1.04131,1.04151
02:00,1.04151,1.04327,1.04119,1.04219
03:00,1.04221,1.04265,1.04181,1.04192
04:00,1.04194,1.04248,1.04166,1.04176
05:00,1.04176,1.04328,1.03828,1.03842
06:00,1.03839,1.03929,1.03828,1.03876
07:00,1.03876,1.03971,1.03864,1.03949
08:00,1.03948,1.03981,1.0392,1.03979
09:00,1.03978,1.0411,1.03966,1.04016
10:00,1.04014,1.04052,1.03972,1.04019
11:00,1.0402,1.04026,1.03851,1.03869
12:00,1.03869,1.03905,1.03751,1.03768
13:00,1.03766,1.03772,1.03545,1.0365
14:00,1.0365,1.03687,1.03521,1.03601
15:00,1.03599,1.03737,1.03567,1.03717
16:00,1.03716,1.03783,1.03638,1.03638
17:00,1.03639,1.03746,1.03472,1.03596
18:00,1.03595,1.03649,1.03538,1.03572
19:00,1.03577,1.03751,1.03558,1.03728
20:00,1.03732,1.0379,1.03695,1.03721
21:00,1.03724,1.03732,1.03612,1.03691
22:00,1.0369,1.03701,1.03562,1.03568
23:00,1.03569,1.03588,1.03378,1.0339
00:00,1.03385,1.03423,1.03302,1.03365
01:00,1.03366,1.03412,1.03337,1.03408
02:00,1.03408,1.03504,1.03193,1.03245
03:00,1.03251,1.03259,1.03088,1.03176
04:00,1.03172,1.03186,1.03105,1.03163
05:00,1.03162,1.03195,1.0314,1.03182
06:00,1.0318,1.03208,1.03142,1.03171
07:00,1.03173,1.03233,1.03071,1.03221
08:00,1.03219,1.03222,1.03027,1.03031
09:00,1.03032,1.03068,1.02847,1.02879
10:00,1.0288,1.02926,1.02691,1.02719
11:00,1.0272,1.02792,1.02604,1.02738
12:00,1.02739,1.02793,1.02643,1.02713
13:00,1.02711,1.0292,1.0266,1.02851
14:00,1.02853,1.02965,1.02812,1.02935
15:00,1.02934,1.02969,1.02802,1.02908
16:00,1.02912,1.02943,1.02778,1.02872
17:00,1.02865,1.02865,1.02648,1.02825
18:00,1.0282,1.0285,1.02667,1.02773
19:00,1.02777,1.028,1.02706,1.02755
20:00,1.02755,1.02802,1.0271,1.02731
21:00,1.02731,1.02815,1.02726,1.02734
22:00,1.02738,1.02795,1.02684,1.02765
23:00,1.02765,1.02795,1.02694,1.02701
00:00,1.02704,1.02729,1.02607,1.02647
01:00,1.02646,1.0276,1.02644,1.02713
02:00,1.02708,1.02834,1.0256,1.02624
03:00,1.02624,1.02742,1.0262,1.02693
04:00,1.02693,1.02734,1.02669,1.0267
05:00,1.02666,1.02742,1.02659,1.02738
06:00,1.02738,1.02768,1.02727,1.02753
07:00,1.02757,1.02895,1.02752,1.02878
08:00,1.02878,1.02941,1.02795,1.02913
09:00,1.02909,1.02922,1.02856,1.02864
10:00,1.02866,1.02901,1.02716,1.0278
11:00,1.02774,1.02805,1.0269,1.02749
12:00,1.0275,1.02801,1.02598,1.02698
13:00,1.02696,1.0275,1.02625,1.02749
14:00,1.02749,1.02881,1.02721,1.02807
15:00,1.02806,1.0287,1.0267,1.02822
16:00,1.02825,1.02902,1.02748,1.02752
17:00,1.02752,1.02957,1.02746,1.02892
18:00,1.02889,1.02913,1.02708,1.02751
19:00,1.02753,1.02765,1.02642,1.02661
20:00,1.02659,1.02752,1.02653,1.02696
21:00,1.02696,1.02709,1.02593,1.02608
22:00,1.02608,1.02657,1.02579,1.02593
23:00,1.02593,1.02606,1.02515,1.02557
00:00,1.02545,1.02657,1.02538,1.02604
01:00,1.02603,1.02613,1.02508,1.02547
02:00,1.02546,1.02579,1.0243,1.02495
03:00,1.02494,1.02561,1.02381,1.02548
04:00,1.02547,1.0269,1.02539,1.02674
05:00,1.02674,1.02699,1.02582,1.02595
06:00,1.02595,1.0265,1.02569,1.02612
07:00,1.02611,1.02739,1.02607,1.0273
08:00,1.0273,1.02751,1.02668,1.02682
09:00,1.02689,1.0284,1.02677,1.02817
10:00,1.02817,1.03046,1.02788,1.02966
11:00,1.02967,1.03133,1.02966,1.03086
12:00,1.03084,1.03221,1.03084,1.03184
13:00,1.03186,1.03194,1.0303,1.03114
